Dystans,Wysokosc
0,15.8595485687256
241.17161391858,15.7785949707031
482.34322783716,17.1455383300781
723.51484175574,17.7172794342041
964.686455674319,15.7712383270264
1205.8580695929,15.6226406097412
1447.02968351148,17.2103023529053
1688.20129743006,16
1929.37291134864,16.0492610931396
2170.54452526722,16.6387100219727
2411.7161391858,18.5462379455566
2652.88775310438,17.1807060241699
2894.05936702296,18.5002822875977
3135.23098094154,19
3376.40259486012,19.4871959686279
3617.5742087787,19.6274433135986
3858.74582269728,18.1700859069824
4099.91743661586,18.2881870269775
4341.08905053444,19.3176784515381
4582.26066445302,22.4996452331543
4823.4322783716,18.5081157684326
5064.60389229018,18.5380859375
5305.77550620876,18.0180053710938
5546.94712012734,19.3272571563721
5788.11873404592,19.2700786590576
6029.2903479645,19.7936973571777
6270.46196188308,18
6511.63357580166,19.2352771759033
6752.80518972024,20
6993.97680363882,20.5856952667236
7235.1484175574,20.9170150756836
7476.32003147598,23.2765846252441
7717.49164539456,20.1464767456055
7958.66325931314,20.1731224060059
8199.83487323172,22.1669254302979
8441.0064871503,23.3695106506348
8682.17810106888,25.2022380828857
8923.34971498745,26.5437507629394
9164.52132890604,24.4657344818115
9405.69294282462,23.908275604248
9646.8645567432,24.5717906951904
9888.03617066178,20.6858787536621
10129.2077845804,19.2226715087891
10370.3793984989,21
10611.5510124175,21.477912902832
10852.7226263361,22.5191307067871
11093.8942402547,21.8047542572021
11335.0658541733,21.1102180480957
11576.2374680918,23.3794994354248
11817.4090820104,24.6603126525879
12058.580695929,25.522762298584
12299.7523098476,21.9295616149902
12540.9239237662,21.8085556030273
12782.0955376847,20.8154735565185
13023.2671516033,21.7661190032959
13264.4387655219,22.6473426818848
13505.6103794405,21.9149570465088
13746.7819933591,20.8577899932861
13987.9536072776,22.8781490325928
14229.1252211962,21.0276947021484
14470.2968351148,22.8961601257324
14711.4684490334,25.5643997192383
14952.640062952,25.0461540222168
15193.8116768705,23.9140625
15434.9832907891,23.851411819458
15676.1549047077,23.7614688873291
15917.3265186263,24.9354248046875
16158.4981325449,23.0944290161133
16399.6697464634,23.6483001708984
16640.841360382,24.9359455108643
16882.0129743006,23.75954246521
17123.1845882192,24
17364.3562021378,24.7723121643066
17605.5278160563,24.7808609008789
17846.6994299749,24.7893829345703
18087.8710438935,24
18329.0426578121,25.5182723999023
18570.2142717307,25.6740493774414
18811.3858856492,25.848072052002
19052.5574995678,26.1684093475342
19293.7291134864,27.1162738800049
19534.900727405,28
19776.0723413236,29.1636371612549
20017.2439552421,27.1973381042481
20258.4155691607,26
20499.5871830793,25.081823348999
20740.7587969979,25.9610157012939
20981.9304109164,26.66259765625
21223.102024835,26
21464.2736387536,27.8279972076416
21705.4452526722,27.6400203704834
21946.6168665908,28.2209701538086
22187.7884805093,27.0605964660644
22428.9600944279,27.9462127685547
22670.1317083465,28.0218353271484
22911.3033222651,27.8024520874023
23152.4749361837,28.0019779205322
23393.6465501022,29.6623954772949
23634.8181640208,29.39089012146
23875.9897779394,28.8751239776611
24117.161391858,29.0013217926025
24358.3330057766,28.9906406402588
24599.5046196951,28.0171318054199
24840.6762336137,29.967887878418
25081.8478475323,29.7208709716797
25323.0194614509,28.530179977417
25564.1910753695,29
25805.362689288,30
26046.5343032066,30.9367923736572
26287.7059171252,29.5975818634033
26528.8775310438,30.0102310180664
26770.0491449624,31.7849311828613
27011.2207588809,30.5705604553223
27252.3923727995,30
27493.5639867181,31.9617862701416
27734.7356006367,31.3498611450195
27975.9072145553,30.7813014984131
28217.0788284738,31
28458.2504423924,30.7284240722656
28699.422056311,31.0115222930908
28940.5936702296,31.2185516357422
29181.7652841482,32
29422.9368980667,31.9609184265137
29664.1085119853,32.3322830200195
29905.2801259039,32.6096878051758
30146.4517398225,32.0919456481934
30387.6233537411,33.1333541870117
30628.7949676596,32.2477035522461
30869.9665815782,32.9541282653809
31111.1381954968,33.1084518432617
31352.3098094154,34.5163040161133
31593.481423334,34.7010383605957
31834.6530372525,34.5921859741211
32075.8246511711,35.7142677307129
32316.9962650897,35.9533538818359
32558.1678790083,35.1534271240234
32799.3394929269,33.3672409057617
33040.5111068454,33.3366775512695
33281.682720764,34.221622467041
33522.8543346826,36.5133857727051
33764.0259486012,35
34005.1975625198,34.9940490722656
34246.3691764383,35.0721397399902
34487.5407903569,34.9776229858398
34728.7124042755,35.3181800842285
34969.8840181941,34.5869750976563
35211.0556321127,35.0041313171387
35452.2272460312,35.1910209655762
35693.3988599498,35.589038848877
35934.5704738684,35.6270523071289
36175.742087787,36.2833099365234
36416.9137017056,35.0619201660156
36658.0853156241,35.4216690063477
36899.2569295427,35.7933387756348
37140.4285434613,36.2645950317383
37381.6001573799,36.7145881652832
37622.7717712985,38.2271919250488
37863.943385217,38.1379318237305
38105.1149991356,37.2714195251465
38346.2866130542,37.9708938598633
38587.4582269728,37.7832412719727
38828.6298408914,37.392951965332
39069.8014548099,37.8521690368652
39310.9730687285,36.3704147338867
39552.1446826471,36.9833946228027
39793.3162965657,37
40034.4879104843,35.5541076660156
40275.6595244028,37
40516.8311383214,36.7474365234375
40758.00275224,36.2536659240723
40999.1743661586,37
41240.3459800772,37.8175468444824
41481.5175939957,37.8905868530273
41722.6892079143,36.7496147155762
41963.8608218329,37.0413589477539
42205.0324357515,37.2562255859375
42446.2040496701,37.5734062194824
42687.3756635886,37.3173179626465
42928.5472775072,38.3240928649902
43169.7188914258,37.7445983886719
43410.8905053444,38.0109939575195
43652.062119263,38.1702575683594
43893.2337331815,38.7984390258789
44134.4053471001,38.3535575866699
44375.5769610187,39
44616.7485749373,39.1220932006836
44857.9201888559,39.1514129638672
45099.0918027744,39.2901344299316
45340.263416693,39.9520835876465
45581.4350306116,40.5063781738281
45822.6066445302,40.8701095581055
46063.7782584488,41.6920547485352
46304.9498723673,41.5064811706543
46546.1214862859,40.4263076782227
46787.2931002045,39.7499847412109
47028.4647141231,40.654712677002
47269.6363280417,41.5366325378418
47510.8079419602,42.0325775146484
47751.9795558788,40.6728591918945
47993.1511697974,40.8191680908203
48234.322783716,40.5447006225586
48475.4943976346,41.9066581726074
48716.6660115531,41
48957.8376254717,41.9065055847168
49199.0092393903,42.8172454833984
49440.1808533089,42
49681.3524672275,42.679817199707
49922.524081146,42.8037452697754
50163.6956950646,42.6520729064941
50404.8673089832,42.9491500854492
50646.0389229018,42.4414482116699
50887.2105368204,41.6644554138184
51128.3821507389,42.9276504516602
51369.5537646575,43
51610.7253785761,43.5025749206543
51851.8969924947,43.4166374206543
52093.0686064133,42.850700378418
52334.2402203318,43.7666015625
52575.4118342504,43
52816.583448169,43.6756629943848
53057.7550620876,45.4203987121582
53298.9266760062,43.1922988891602
53540.0982899247,43.7561950683594
53781.2699038433,43.5903511047363
54022.4415177619,44.8284568786621
54263.6131316805,46.7487754821777
54504.7847455991,46.5710525512695
54745.9563595176,47.1940727233887
54987.1279734362,44.9351959228516
55228.2995873548,48.1240501403809
55469.4712012734,45.5054168701172
55710.642815192,45.2038307189941
55951.8144291105,44.9494209289551
56192.9860430291,47.483512878418
56434.1576569477,46.1909866333008
56675.3292708663,46
56916.5008847849,46
57157.6724987034,45
57398.844112622,47
57640.0157265406,46.1391410827637
57881.1873404592,45.909969329834
58122.3589543778,45.8140373229981
58363.5305682963,46
58604.7021822149,46.284725189209
58845.8737961335,46.4395370483398
59087.0454100521,47.9761009216309
59328.2170239707,47.1560592651367
59569.3886378892,47.9464416503906
59810.5602518078,46.6197662353516
60051.7318657264,48
60292.903479645,47.088981628418
60534.0750935636,47
60775.2467074821,48.9087257385254
61016.4183214007,47
61257.5899353193,47.6805648803711
61498.7615492379,47.6390800476074
61739.9331631565,47.0663909912109
61981.104777075,46.0856132507324
62222.2763909936,47
62463.4480049122,46.0279731750488
62704.6196188308,46.9362564086914
62945.7912327494,47.2306861877441
63186.9628466679,47.0436820983887
63428.1344605865,47
63669.3060745051,46.92431640625
63910.4776884237,45.4040451049805
64151.6493023422,47
64392.8209162608,47.9403991699219
64633.9925301794,47.0621147155762
64875.164144098,46.5323867797852
65116.3357580166,47.0144386291504
65357.5073719352,46.9991493225098
65598.6789858537,46.3274765014648
65839.8505997723,47.1585464477539
66081.0222136909,46.9934463500977
66322.1938276095,47.2359962463379
66563.3654415281,47
66804.5370554466,48.3239898681641
67045.7086693652,48
67286.8802832838,47.9730110168457
67528.0518972024,48.4822959899902
67769.223511121,48
68010.3951250395,48.8633308410645
68251.5667389581,48.6632461547852
68492.7383528767,48
68733.9099667953,49
68975.0815807138,48.831428527832
69216.2531946324,48
69457.424808551,48.2789611816406
69698.5964224696,49.0036239624023
69939.7680363882,49.720832824707
70180.9396503067,49.4515495300293
70422.1112642253,50.8315773010254
70663.2828781439,50.7627220153809
70904.4544920625,49.3780937194824
71145.6261059811,48.9816246032715
71386.7977198996,48.0798225402832
71627.9693338182,47.0050888061523
71869.1409477368,48
72110.3125616554,48.2516098022461
72351.484175574,48.029670715332
72592.6557894926,48.6294059753418
72833.8274034111,49
73074.9990173297,49.8415336608887
73316.1706312483,48.9719772338867
73557.3422451669,49.9189224243164
73798.5138590854,49.2743530273438
74039.685473004,49
74280.8570869226,49.7825698852539
74522.0287008412,51.4594764709473
74763.2003147598,51.0547409057617
75004.3719286783,51
75245.5435425969,51.4374198913574
75486.7151565155,51
75727.8867704341,51
75969.0583843527,51.2770805358887
76210.2299982712,55.5224418640137
76451.4016121898,58.8368644714356
76692.5732261084,54.0716972351074
76933.744840027,52.6271438598633
77174.9164539456,53
77416.0880678641,52.1211585998535
77657.2596817827,52.1443519592285
77898.4312957013,53.0460243225098
78139.6029096199,53.2038154602051
78380.7745235385,53.085147857666
78621.946137457,52.3560104370117
78863.1177513756,53.0485610961914
79104.2893652942,53
79345.4609792128,54.0095481872559
79586.6325931314,54.9060401916504
79827.8042070499,53.9043579101562
80068.9758209685,54.0060081481934
80310.1474348871,54
80551.3190488057,56
80792.4906627243,55.2267761230469
81033.6622766428,56.8963394165039
81274.8338905614,56.6699752807617
81516.00550448,55.3497619628906
81757.1771183986,55.0122299194336
81998.3487323172,56.0181312561035
82239.5203462357,56.5435905456543
82480.6919601543,55.2462844848633
82721.8635740729,55.9988899230957
82963.0351879915,56.7524757385254
83204.2068019101,56.9349899291992
83445.3784158286,56
83686.5500297472,56
83927.7216436658,57.0474166870117
84168.8932575844,57
84410.064871503,56.8832893371582
84651.2364854215,56.7977333068848
84892.4080993401,56.6151962280273
85133.5797132587,57.8151893615723
85374.7513271773,58.9325485229492
85615.9229410959,57.1280975341797
85857.0945550144,58.2183113098145
86098.266168933,57.1176681518555
86339.4377828516,59.0522575378418
86580.6093967702,59.4623870849609
86821.7810106888,59.1673164367676
87062.9526246073,61.1132698059082
87304.1242385259,57.8350028991699
87545.2958524445,58.5217742919922
87786.4674663631,59.863655090332
88027.6390802817,58.1372566223145
88268.8106942002,58.942569732666
88509.9823081188,59.2350616455078
88751.1539220374,59.8855972290039
88992.325535956,59
89233.4971498746,61
89474.6687637931,59.8421974182129
89715.8403777117,56
89957.0119916303,56
90198.1836055489,56.2361564636231
90439.3552194675,60.0646095275879
90680.526833386,62
90921.6984473046,61.4900894165039
91162.8700612232,64.9145965576172
91404.0416751418,66.7704086303711
91645.2132890604,63.0479316711426
91886.3849029789,62.9110946655273
92127.5565168975,62.8535842895508
92368.7281308161,61.1220664978027
92609.8997447347,62
92851.0713586532,61.3881645202637
93092.2429725718,60.9936790466309
93333.4145864904,59.7551651000977
93574.586200409,60.4328651428223
93815.7578143276,60.2783393859863
94056.9294282462,60.8730278015137
94298.1010421647,61
94539.2726560833,62.2666473388672
94780.4442700019,62
95021.6158839205,62.5070877075195
95262.787497839,64
95503.9591117576,61.1197280883789
95745.1307256762,63
95986.3023395948,62.2258110046387
96227.4739535134,61.4482574462891
96468.645567432,66.0757904052734
96709.8171813505,65.4963684082031
96950.9887952691,63.0522575378418
97192.1604091877,63.1473541259766
97433.3320231063,64
97674.5036370249,64.3293762207031
97915.6752509434,64.3330535888672
98156.846864862,64.6138153076172
98398.0184787806,63
98639.1900926992,63.2111129760742
98880.3617066178,63.2294578552246
99121.5333205363,63.1567840576172
99362.7049344549,66
99603.8765483735,63.8562889099121
99845.0481622921,64.1432037353516
100086.219776211,65.2690887451172
100327.391390129,66.5847778320313
100568.563004048,66
100809.734617966,64.8623886108399
101050.906231885,63.2574119567871
101292.077845804,65.1395950317383
101533.249459722,65.1558456420898
101774.421073641,65.8618240356445
102015.592687559,64.6192626953125
102256.764301478,63.7209014892578
102497.935915396,64.1854858398438
102739.107529315,66.1350326538086
102980.279143234,65.4954833984375
103221.450757152,68.4663543701172
103462.622371071,67.1901626586914
103703.793984989,66.7838134765625
103944.965598908,67
104186.137212827,67.2473831176758
104427.308826745,66.7295455932617
104668.480440664,67.1830215454102
104909.652054582,68.8735809326172
105150.823668501,67
105391.995282419,66.4922866821289
105633.166896338,66.5476989746094
105874.338510257,65.1214065551758
106115.510124175,66.2420501708984
106356.681738094,66.1722259521484
106597.853352012,66
106839.024965931,66.8798141479492
107080.196579849,68.2526245117188
107321.368193768,66.5471725463867
107562.539807687,67
107803.711421605,66.2273330688477
108044.883035524,67.4118423461914
108286.054649442,69
108527.226263361,68.9777755737305
108768.39787728,70
109009.569491198,69
109250.741105117,68.8972091674805
109491.912719035,69.1019592285156
109733.084332954,70.0614013671875
109974.255946872,70.634521484375
110215.427560791,68.9324569702148
110456.59917471,68.0947113037109
110697.770788628,69.4772644042969
110938.942402547,70.0960159301758
111180.114016465,70.9658355712891
111421.285630384,70.2506256103516
111662.457244302,71.1804733276367
111903.628858221,72.0755844116211
112144.80047214,72
112385.972086058,72.2470169067383
112627.143699977,72
112868.315313895,71.0630645751953
113109.486927814,72.128547668457
113350.658541733,72.0111465454102
113591.830155651,72.9758758544922
113833.00176957,73.0202102661133
114074.173383488,72.5383834838867
114315.344997407,73.9677810668945
114556.516611325,72.7411727905273
114797.688225244,72.8507232666016
115038.859839163,73.1083908081055
115280.031453081,73.5636672973633
115521.203067,73.4859390258789
115762.374680918,72.2811889648438
116003.546294837,72.342399597168
116244.717908756,73.9766387939453
116485.889522674,73.4936599731445
116727.061136593,73.0361251831055
116968.232750511,74.9979095458984
117209.40436443,75.2865142822266
117450.575978348,74.482551574707
117691.747592267,73.1482467651367
117932.919206186,73.5002822875977
118174.090820104,73.9862747192383
118415.262434023,73
118656.434047941,73
118897.60566186,73
119138.777275778,71.9126510620117
119379.948889697,72.3400955200195
119621.120503616,73.0249786376953
119862.292117534,73.8093719482422
120103.463731453,73.7371444702148
120344.635345371,73.498161315918
120585.80695929,74.6399765014648
120826.978573209,74
121068.150187127,74.339469909668
121309.321801046,75.2087249755859
121550.493414964,77.9855117797852
121791.665028883,78.1369781494141
122032.836642801,78.3994750976563
122274.00825672,78.0185775756836
122515.179870639,79.3133544921875
122756.351484557,78.4948501586914
122997.523098476,80.9842910766602
123238.694712394,79.9111175537109